Accident_ID,Date,Time,State,City,Latitude,Longitude,Road_Type,Weather_Condition,Lighting_Condition,Primary_Cause,Vehicle_Type,Severity,Fatalities,Injuries
ACC0370,2024-06-08,05:48,Gujarat,Ahmedabad,10.4253,78.1111,State Highway,Clear,Twilight,Drunk Driving,Two-Wheeler,Minor,0,1
ACC0371,2024-06-09,13:28,Maharashtra,Mumbai,11.3427,90.2674,City Road,Clear,Daylight,Distracted Driving,Bus,Moderate,0,3
ACC0372,2024-06-09,18:11,Karnataka,Bengaluru,8.9321,83.5025,State Highway,Foggy,Twilight,Weather Conditions,Two-Wheeler,Minor,0,1
ACC0373,2024-06-10,09:10,Mizoram,Aizawl,11.1577,74.5391,National Highway,Clear,Daylight,Overspeeding,Bus,Moderate,1,4
ACC0374,2024-06-10,16:13,Maharashtra,Mumbai,28.3438,93.7182,City Road,Rainy,Daylight,Overspeeding,SUV,Minor,0,2
ACC0375,2024-06-10,15:51,West Bengal,Kolkata,10.4787,93.7681,National Highway,Clear,Daylight,Mechanical Failure,Two-Wheeler,Severe / Fatal,3,4
ACC0376,2024-06-10,19:12,Bihar,Patna,17.7141,93.5115,State Highway,Clear,Twilight,Mechanical Failure,Car / Sedan,Minor,0,2
ACC0377,2024-06-10,17:08,Tripura,Agartala,33.0704,75.5057,State Highway,Cloudy,Daylight,Fatigue,SUV,Minor,0,1
ACC0378,2024-06-10,13:02,Arunachal Pradesh,Itanagar,9.0795,81.5603,City Road,Rainy,Daylight,Mechanical Failure,SUV,Moderate,0,1
ACC0379,2024-06-11,15:27,Kerala,Thiruvananthapuram,32.1825,96.7722,City Road,Clear,Daylight,Overspeeding,SUV,Minor,0,1
ACC0380,2024-06-11,18:05,Rajasthan,Jaipur,16.6302,90.7024,State Highway,Clear,Twilight,Weather Conditions,Car / Sedan,Minor,0,1
ACC0381,2024-06-12,10:43,Maharashtra,Mumbai,11.8504,69.4743,City Road,Clear,Daylight,Overspeeding,Car / Sedan,Moderate,0,2
ACC0382,2024-06-12,08:27,Kerala,Thiruvananthapuram,28.7447,70.5583,National Highway,Clear,Daylight,Fatigue,Auto Rickshaw,Moderate,0,3
ACC0383,2024-06-12,00:12,Kerala,Thiruvananthapuram,26.7651,81.922,State Highway,Rainy,Darkness,Drunk Driving,Two-Wheeler,Moderate,0,2
ACC0384,2024-06-13,17:52,Mizoram,Aizawl,34.0222,94.6128,City Road,Rainy,Daylight,Drunk Driving,Car / Sedan,Moderate,1,1
ACC0385,2024-06-14,17:40,Bihar,Patna,29.8641,84.053,City Road,Clear,Daylight,Drunk Driving,Two-Wheeler,Moderate,0,1
ACC0386,2024-06-14,05:09,Himachal Pradesh,Shimla,31.8616,82.8877,Rural Road,Foggy,Twilight,Overspeeding,Truck / Commercial,Moderate,0,1
ACC0387,2024-06-15,13:53,Assam,Guwahati,16.6354,71.706,National Highway,Clear,Daylight,Overspeeding,Truck / Commercial,Moderate,1,2
ACC0388,2024-06-15,11:38,Maharashtra,Mumbai,13.5812,87.4182,City Road,Clear,Daylight,Mechanical Failure,Two-Wheeler,Moderate,0,4
ACC0389,2024-06-16,05:16,Manipur,Imphal,30.318,92.1299,Expressway,Clear,Twilight,Weather Conditions,Two-Wheeler,Moderate,0,4
ACC0390,2024-06-16,21:20,Bihar,Patna,31.9596,79.542,Rural Road,Clear,Darkness,Overspeeding,Two-Wheeler,Minor,0,2
ACC0391,2024-06-17,07:58,Telangana,Hyderabad,37.3228,90.8049,National Highway,Clear,Daylight,Weather Conditions,Car / Sedan,Moderate,1,1
ACC0392,2024-06-17,03:46,Meghalaya,Shillong,20.4484,96.1876,City Road,Clear,Darkness,Distracted Driving,Car / Sedan,Moderate,0,1
ACC0393,2024-06-18,14:58,Mizoram,Aizawl,19.2629,74.5073,Expressway,Clear,Daylight,Overspeeding,Auto Rickshaw,Severe / Fatal,1,0
ACC0394,2024-06-18,16:51,Sikkim,Gangtok,31.0713,83.6149,National Highway,Clear,Daylight,Overspeeding,Car / Sedan,Moderate,0,4
ACC0395,2024-06-18,01:04,Bihar,Patna,18.3515,76.8834,State Highway,Rainy,Darkness,Mechanical Failure,Two-Wheeler,Moderate,0,4
ACC0396,2024-06-19,15:05,Manipur,Imphal,35.5781,91.2964,State Highway,Clear,Daylight,Distracted Driving,Bus,Minor,0,1
ACC0397,2024-06-19,13:24,Tripura,Agartala,33.4657,85.1614,Expressway,Clear,Daylight,Drunk Driving,Car / Sedan,Moderate,0,3
ACC0398,2024-06-20,05:35,Telangana,Hyderabad,20.9266,86.7856,City Road,Rainy,Twilight,Distracted Driving,Car / Sedan,Moderate,1,1
ACC0399,2024-06-22,06:25,Manipur,Imphal,30.3254,91.4406,Expressway,Cloudy,Daylight,Overspeeding,Two-Wheeler,Minor,0,1
ACC0400,2024-06-23,13:35,Himachal Pradesh,Shimla,30.4327,79.9852,Expressway,Cloudy,Daylight,Drunk Driving,Car / Sedan,Severe / Fatal,3,1
ACC0401,2024-06-24,08:20,Chhattisgarh,Raipur,11.4112,94.7801,State Highway,Clear,Daylight,Overspeeding,Bus,Minor,0,2
ACC0402,2024-06-26,19:54,Uttarakhand,Dehradun,34.7545,83.8913,National Highway,Clear,Twilight,Overspeeding,Car / Sedan,Severe / Fatal,2,1
ACC0403,2024-06-27,17:17,Gujarat,Ahmedabad,23.1534,73.2017,National Highway,Clear,Daylight,Distracted Driving,Two-Wheeler,Moderate,0,2
ACC0404,2024-06-27,21:33,Uttarakhand,Dehradun,32.5326,88.5331,State Highway,Clear,Darkness,Mechanical Failure,SUV,Moderate,1,1
ACC0405,2024-06-27,07:29,Manipur,Imphal,17.7454,91.3079,State Highway,Cloudy,Daylight,Overspeeding,Bus,Moderate,0,4
ACC0406,2024-06-28,20:58,Haryana,Gurugram,34.5493,77.7277,National Highway,Clear,Darkness,Overspeeding,Two-Wheeler,Severe / Fatal,2,5
ACC0407,2024-06-28,11:55,Assam,Guwahati,19.7647,93.1296,State Highway,Clear,Daylight,Distracted Driving,Car / Sedan,Moderate,0,3
ACC0408,2024-06-28,09:00,Goa,Panaji,8.7165,94.5251,State Highway,Clear,Daylight,Mechanical Failure,Auto Rickshaw,Moderate,0,1
ACC0409,2024-06-28,02:50,Uttarakhand,Dehradun,34.8372,76.5918,National Highway,Clear,Darkness,Distracted Driving,Two-Wheeler,Moderate,0,3
ACC0410,2024-06-29,02:44,Haryana,Gurugram,11.0656,96.7304,State Highway,Rainy,Darkness,Mechanical Failure,SUV,Severe / Fatal,2,5
ACC0411,2024-06-29,15:39,Nagaland,Kohima,17.724,72.7103,National Highway,Clear,Daylight,Drunk Driving,SUV,Moderate,0,2
ACC0412,2024-06-30,11:37,Nagaland,Kohima,36.1418,74.4574,Rural Road,Clear,Daylight,Weather Conditions,SUV,Moderate,0,1
ACC0413,2024-07-01,07:33,Assam,Guwahati,36.1577,73.9504,City Road,Clear,Daylight,Overspeeding,Car / Sedan,Moderate,0,1
ACC0414,2024-07-01,14:50,Nagaland,Kohima,25.1444,94.1787,City Road,Clear,Daylight,Overspeeding,Two-Wheeler,Minor,0,1
ACC0415,2024-07-02,07:26,Mizoram,Aizawl,26.8496,87.3473,National Highway,Clear,Daylight,Overspeeding,SUV,Minor,0,2
ACC0416,2024-07-02,13:07,Mizoram,Aizawl,21.4946,73.035,City Road,Clear,Daylight,Drunk Driving,Two-Wheeler,Minor,0,2
ACC0417,2024-07-03,09:26,Chhattisgarh,Raipur,16.9618,81.2492,City Road,Clear,Daylight,Mechanical Failure,Car / Sedan,Moderate,0,2
ACC0418,2024-07-03,17:09,Nagaland,Kohima,17.997,86.236,City Road,Rainy,Daylight,Mechanical Failure,Two-Wheeler,Severe / Fatal,2,4
ACC0419,2024-07-04,17:09,Uttar Pradesh,Lucknow,28.0375,71.0787,National Highway,Cloudy,Daylight,Overspeeding,Two-Wheeler,Moderate,0,4
ACC0420,2024-07-04,11:36,Jharkhand,Ranchi,30.3693,93.8489,Expressway,Foggy,Daylight,Overspeeding,Auto Rickshaw,Severe / Fatal,1,0
ACC0421,2024-07-05,09:37,Uttar Pradesh,Lucknow,31.5141,91.6027,City Road,Cloudy,Daylight,Overspeeding,Car / Sedan,Moderate,0,4
ACC0422,2024-07-05,09:37,Arunachal Pradesh,Itanagar,31.4568,83.0984,Expressway,Clear,Daylight,Overspeeding,Auto Rickshaw,Minor,0,1
ACC0423,2024-07-06,17:48,Tripura,Agartala,11.0632,96.2631,Expressway,Clear,Daylight,Distracted Driving,Two-Wheeler,Moderate,0,1
ACC0424,2024-07-07,08:06,Assam,Guwahati,22.8371,80.6062,State Highway,Clear,Daylight,Mechanical Failure,Car / Sedan,Moderate,0,2
ACC0425,2024-07-08,07:59,Uttarakhand,Dehradun,10.0807,96.7471,State Highway,Foggy,Daylight,Fatigue,Two-Wheeler,Minor,0,2
ACC0426,2024-07-09,04:06,Sikkim,Gangtok,24.4462,87.7357,National Highway,Cloudy,Darkness,Distracted Driving,Truck / Commercial,Moderate,0,3
ACC0427,2024-07-11,11:36,Haryana,Gurugram,21.2927,86.7881,Expressway,Foggy,Daylight,Weather Conditions,Truck / Commercial,Severe / Fatal,3,0
ACC0428,2024-07-12,12:49,Goa,Panaji,34.321,73.4297,National Highway,Clear,Daylight,Drunk Driving,Two-Wheeler,Minor,0,1
ACC0429,2024-07-13,17:06,Mizoram,Aizawl,18.6467,93.8349,State Highway,Cloudy,Daylight,Overspeeding,Bus,Minor,0,2
ACC0430,2024-07-13,07:50,Nagaland,Kohima,11.8184,80.8835,National Highway,Clear,Daylight,Drunk Driving,Two-Wheeler,Severe / Fatal,3,1
ACC0431,2024-07-13,09:18,Andhra Pradesh,Visakhapatnam,12.5754,73.3237,State Highway,Clear,Daylight,Drunk Driving,SUV,Minor,0,1
ACC0432,2024-07-13,17:55,Tripura,Agartala,30.6361,69.0593,National Highway,Clear,Daylight,Distracted Driving,Auto Rickshaw,Moderate,0,4
ACC0433,2024-07-13,17:34,Meghalaya,Shillong,26.452,84.653,City Road,Clear,Daylight,Overspeeding,Bus,Minor,0,1
ACC0434,2024-07-13,09:56,Nagaland,Kohima,11.3528,83.7309,City Road,Clear,Daylight,Overspeeding,Auto Rickshaw,Moderate,0,3
ACC0435,2024-07-14,11:22,Himachal Pradesh,Shimla,10.8559,89.2016,National Highway,Clear,Daylight,Overspeeding,Two-Wheeler,Moderate,1,2
ACC0436,2024-07-14,08:56,Gujarat,Ahmedabad,28.8683,94.0724,National Highway,Clear,Daylight,Fatigue,Two-Wheeler,Moderate,0,4
ACC0437,2024-07-15,19:26,Tamil Nadu,Chennai,10.5247,70.9631,National Highway,Clear,Twilight,Overspeeding,Two-Wheeler,Minor,0,2
ACC0438,2024-07-15,05:16,Kerala,Thiruvananthapuram,32.3983,89.5476,City Road,Foggy,Twilight,Weather Conditions,Car / Sedan,Severe / Fatal,3,1
ACC0439,2024-07-15,19:24,Madhya Pradesh,Bhopal,29.0223,74.0412,State Highway,Clear,Twilight,Weather Conditions,Truck / Commercial,Minor,0,2
ACC0440,2024-07-15,15:41,Punjab,Ludhiana,10.7754,93.158,State Highway,Clear,Daylight,Overspeeding,Two-Wheeler,Minor,0,1
ACC0441,2024-07-16,13:31,Chhattisgarh,Raipur,10.8773,92.0433,National Highway,Rainy,Daylight,Drunk Driving,SUV,Moderate,1,4
ACC0442,2024-07-16,01:36,Kerala,Thiruvananthapuram,37.2099,84.1126,Expressway,Foggy,Darkness,Mechanical Failure,Two-Wheeler,Severe / Fatal,3,2
ACC0443,2024-07-17,11:38,Maharashtra,Mumbai,19.3287,88.9419,City Road,Clear,Daylight,Drunk Driving,Two-Wheeler,Moderate,1,2
ACC0444,2024-07-18,10:30,Jharkhand,Ranchi,19.2228,77.659,City Road,Clear,Daylight,Fatigue,SUV,Moderate,0,3
ACC0445,2024-07-20,06:02,Chhattisgarh,Raipur,32.1337,82.1283,Expressway,Clear,Daylight,Overspeeding,Car / Sedan,Moderate,0,4
ACC0446,2024-07-21,15:11,Tripura,Agartala,36.0597,92.1167,National Highway,Clear,Daylight,Overspeeding,Truck / Commercial,Severe / Fatal,2,4
ACC0447,2024-07-22,20:17,Himachal Pradesh,Shimla,37.1912,81.7891,National Highway,Clear,Darkness,Mechanical Failure,Two-Wheeler,Severe / Fatal,3,1
ACC0448,2024-07-22,13:25,West Bengal,Kolkata,30.3986,78.8973,National Highway,Foggy,Daylight,Weather Conditions,Truck / Commercial,Severe / Fatal,1,4
ACC0449,2024-07-22,16:09,Jharkhand,Ranchi,19.3868,82.7851,National Highway,Clear,Daylight,Fatigue,Two-Wheeler,Moderate,0,4
ACC0450,2024-07-22,03:39,Kerala,Thiruvananthapuram,10.8382,92.3051,National Highway,Rainy,Darkness,Distracted Driving,Two-Wheeler,Severe / Fatal,2,2
ACC0451,2024-07-22,10:38,Sikkim,Gangtok,31.0927,78.2534,National Highway,Foggy,Daylight,Fatigue,SUV,Moderate,0,4
ACC0452,2024-07-23,05:43,Manipur,Imphal,24.7054,73.6522,State Highway,Foggy,Twilight,Weather Conditions,Truck / Commercial,Severe / Fatal,1,5
ACC0453,2024-07-23,14:44,Assam,Guwahati,20.7873,88.9924,Rural Road,Clear,Daylight,Weather Conditions,Two-Wheeler,Minor,0,2
ACC0454,2024-07-24,19:25,Gujarat,Ahmedabad,34.8655,92.2404,Expressway,Foggy,Twilight,Drunk Driving,Two-Wheeler,Severe / Fatal,3,1
ACC0455,2024-07-24,15:02,Bihar,Patna,11.647,71.5682,City Road,Clear,Daylight,Overspeeding,Car / Sedan,Minor,0,1
ACC0456,2024-07-27,04:25,Madhya Pradesh,Bhopal,22.7847,75.5364,City Road,Clear,Darkness,Fatigue,Two-Wheeler,Moderate,0,2
ACC0457,2024-07-27,09:56,Bihar,Patna,8.7315,72.7462,National Highway,Clear,Daylight,Overspeeding,Truck / Commercial,Moderate,0,1
ACC0458,2024-07-28,13:56,Arunachal Pradesh,Itanagar,22.0849,78.6163,City Road,Clear,Daylight,Drunk Driving,Truck / Commercial,Moderate,1,2
ACC0459,2024-07-28,10:21,Uttarakhand,Dehradun,10.0441,81.535,National Highway,Rainy,Daylight,Overspeeding,Two-Wheeler,Severe / Fatal,3,5
ACC0460,2024-07-29,17:44,Tripura,Agartala,11.8695,90.0416,Expressway,Clear,Daylight,Drunk Driving,Car / Sedan,Severe / Fatal,2,4
ACC0461,2024-07-30,17:15,Kerala,Thiruvananthapuram,11.8318,87.2577,State Highway,Clear,Daylight,Drunk Driving,Truck / Commercial,Minor,0,1
ACC0462,2024-07-31,14:03,Uttarakhand,Dehradun,27.3569,86.3965,Rural Road,Clear,Daylight,Overspeeding,Two-Wheeler,Moderate,0,3
ACC0463,2024-07-31,09:47,Uttar Pradesh,Lucknow,30.1845,78.7427,National Highway,Clear,Daylight,Mechanical Failure,SUV,Moderate,1,3
ACC0464,2024-08-02,07:30,Tamil Nadu,Chennai,25.4344,92.6813,National Highway,Clear,Daylight,Overspeeding,Two-Wheeler,Minor,0,1
ACC0465,2024-08-03,05:58,Uttarakhand,Dehradun,36.4954,82.1317,Rural Road,Rainy,Twilight,Drunk Driving,SUV,Moderate,0,1
ACC0466,2024-08-03,09:17,Rajasthan,Jaipur,19.3462,96.6045,National Highway,Clear,Daylight,Overspeeding,Two-Wheeler,Moderate,0,2
ACC0467,2024-08-03,10:57,Goa,Panaji,16.7428,86.7731,City Road,Clear,Daylight,Overspeeding,Truck / Commercial,Moderate,0,1
ACC0468,2024-08-04,15:23,Chhattisgarh,Raipur,33.7631,72.2985,City Road,Clear,Daylight,Overspeeding,Car / Sedan,Moderate,0,1
ACC0469,2024-08-04,15:01,West Bengal,Kolkata,14.929,87.9711,City Road,Clear,Daylight,Distracted Driving,Two-Wheeler,Moderate,1,2
ACC0470,2024-08-04,04:21,Maharashtra,Mumbai,36.5261,77.9655,Rural Road,Clear,Darkness,Overspeeding,Truck / Commercial,Minor,0,1
ACC0471,2024-08-04,10:52,Tripura,Agartala,8.7549,88.2603,Rural Road,Clear,Daylight,Mechanical Failure,Two-Wheeler,Minor,0,1
ACC0472,2024-08-04,06:50,Maharashtra,Mumbai,36.7205,70.6848,National Highway,Cloudy,Daylight,Overspeeding,Car / Sedan,Moderate,1,4
ACC0473,2024-08-05,06:19,Assam,Guwahati,9.6603,73.6841,City Road,Clear,Daylight,Overspeeding,Car / Sedan,Minor,0,2
ACC0474,2024-08-05,17:19,Kerala,Thiruvananthapuram,34.4214,93.0885,Expressway,Clear,Daylight,Overspeeding,Two-Wheeler,Minor,0,1
ACC0475,2024-08-05,01:17,Madhya Pradesh,Bhopal,23.8089,75.1746,Expressway,Clear,Darkness,Overspeeding,Bus,Moderate,0,2
ACC0476,2024-08-05,10:53,Gujarat,Ahmedabad,37.3946,92.5557,National Highway,Foggy,Daylight,Weather Conditions,Truck / Commercial,Severe / Fatal,3,5
ACC0477,2024-08-06,06:31,Mizoram,Aizawl,10.5549,76.6594,City Road,Clear,Daylight,Mechanical Failure,Two-Wheeler,Minor,0,1
ACC0478,2024-08-06,18:54,Arunachal Pradesh,Itanagar,24.5725,87.0221,Rural Road,Clear,Twilight,Distracted Driving,SUV,Moderate,0,2
ACC0479,2024-08-06,13:44,Haryana,Gurugram,36.7036,88.4833,Rural Road,Rainy,Daylight,Overspeeding,Car / Sedan,Moderate,1,1
ACC0480,2024-08-07,07:43,Mizoram,Aizawl,23.6745,83.3107,State Highway,Clear,Daylight,Overspeeding,Bus,Minor,0,2
ACC0481,2024-08-07,12:06,Telangana,Hyderabad,26.7784,77.4014,National Highway,Clear,Daylight,Drunk Driving,Two-Wheeler,Moderate,0,3
ACC0482,2024-08-08,16:55,Odisha,Bhubaneswar,28.7159,74.7604,State Highway,Clear,Daylight,Fatigue,Car / Sedan,Moderate,1,3
ACC0483,2024-08-08,19:14,Himachal Pradesh,Shimla,21.6726,69.6459,City Road,Clear,Twilight,Overspeeding,Car / Sedan,Moderate,0,3
ACC0484,2024-08-08,07:08,Andhra Pradesh,Visakhapatnam,26.7247,77.3625,City Road,Clear,Daylight,Distracted Driving,Car / Sedan,Moderate,0,1
ACC0485,2024-08-08,18:19,Bihar,Patna,25.462,87.3151,State Highway,Clear,Twilight,Overspeeding,Car / Sedan,Minor,0,2
ACC0486,2024-08-09,19:47,Bihar,Patna,34.7138,95.4417,National Highway,Clear,Twilight,Overspeeding,Two-Wheeler,Moderate,0,2
ACC0487,2024-08-09,18:28,Haryana,Gurugram,9.727,93.5293,State Highway,Clear,Twilight,Drunk Driving,Truck / Commercial,Minor,0,1
ACC0488,2024-08-10,14:49,Karnataka,Bengaluru,16.6041,90.5328,State Highway,Clear,Daylight,Overspeeding,Car / Sedan,Moderate,0,2
ACC0489,2024-08-10,14:52,Kerala,Thiruvananthapuram,36.152,91.1707,Rural Road,Cloudy,Daylight,Weather Conditions,Auto Rickshaw,Moderate,1,2
ACC0490,2024-08-11,10:20,Arunachal Pradesh,Itanagar,34.3957,87.6521,Expressway,Rainy,Daylight,Overspeeding,Two-Wheeler,Severe / Fatal,1,4
ACC0491,2024-08-11,16:17,Arunachal Pradesh,Itanagar,21.7052,76.1182,State Highway,Rainy,Daylight,Distracted Driving,SUV,Moderate,0,2
ACC0492,2024-08-12,13:46,Meghalaya,Shillong,26.5079,94.5551,State Highway,Clear,Daylight,Overspeeding,Bus,Minor,0,2
ACC0493,2024-08-12,15:26,Karnataka,Bengaluru,16.4995,87.8159,National Highway,Clear,Daylight,Fatigue,SUV,Moderate,0,3
ACC0494,2024-08-12,10:38,Himachal Pradesh,Shimla,13.8931,84.6726,Rural Road,Clear,Daylight,Overspeeding,Truck / Commercial,Minor,0,2
ACC0495,2024-08-12,16:41,Karnataka,Bengaluru,21.94,71.8632,State Highway,Clear,Daylight,Mechanical Failure,Truck / Commercial,Minor,0,2
ACC0496,2024-08-12,17:05,Madhya Pradesh,Bhopal,18.7179,81.4411,State Highway,Cloudy,Daylight,Weather Conditions,Car / Sedan,Moderate,0,2
ACC0497,2024-08-13,06:12,Meghalaya,Shillong,25.4428,81.8202,State Highway,Clear,Daylight,Fatigue,SUV,Minor,0,1
ACC0498,2024-08-13,17:28,Telangana,Hyderabad,10.6699,93.3401,City Road,Clear,Daylight,Drunk Driving,Two-Wheeler,Moderate,1,3
ACC0499,2024-08-13,13:13,Nagaland,Kohima,36.8523,84.2795,City Road,Clear,Daylight,Distracted Driving,Car / Sedan,Minor,0,1
ACC0500,2024-08-13,17:58,Nagaland,Kohima,37.1974,79.5414,City Road,Clear,Daylight,Overspeeding,Two-Wheeler,Moderate,1,3
ACC0501,2024-08-14,11:52,Bihar,Patna,28.7863,96.5388,National Highway,Clear,Daylight,Overspeeding,SUV,Severe / Fatal,2,4
ACC0502,2024-08-14,09:26,Assam,Guwahati,24.054,71.8555,State Highway,Clear,Daylight,Overspeeding,Car / Sedan,Moderate,0,3
ACC0503,2024-08-14,18:47,Karnataka,Bengaluru,17.4382,80.7426,National Highway,Clear,Twilight,Overspeeding,Car / Sedan,Moderate,1,4
ACC0504,2024-08-15,07:31,West Bengal,Kolkata,32.1628,69.8977,City Road,Foggy,Daylight,Fatigue,Two-Wheeler,Moderate,0,2
ACC0505,2024-08-16,17:48,Meghalaya,Shillong,28.3942,89.7873,National Highway,Clear,Daylight,Overspeeding,Auto Rickshaw,Moderate,0,4
ACC0506,2024-08-16,12:33,Karnataka,Bengaluru,13.1484,94.8652,Expressway,Foggy,Daylight,Drunk Driving,Two-Wheeler,Moderate,0,3
ACC0507,2024-08-17,12:55,Chhattisgarh,Raipur,34.9991,76.6811,City Road,Rainy,Daylight,Distracted Driving,Two-Wheeler,Moderate,1,4
ACC0508,2024-08-17,08:23,Mizoram,Aizawl,32.4181,93.1627,City Road,Clear,Daylight,Drunk Driving,Two-Wheeler,Moderate,1,1
ACC0509,2024-08-18,13:52,Kerala,Thiruvananthapuram,36.1342,77.0282,State Highway,Rainy,Daylight,Distracted Driving,Auto Rickshaw,Moderate,0,3
ACC0510,2024-08-18,08:03,Arunachal Pradesh,Itanagar,29.591,94.6569,State Highway,Clear,Daylight,Overspeeding,Auto Rickshaw,Moderate,0,2
ACC0511,2024-08-18,01:32,Arunachal Pradesh,Itanagar,26.3117,90.1879,National Highway,Cloudy,Darkness,Drunk Driving,SUV,Moderate,0,1
ACC0512,2024-08-18,08:50,Punjab,Ludhiana,20.6127,91.6398,City Road,Clear,Daylight,Overspeeding,Bus,Minor,0,2
ACC0513,2024-08-19,00:10,Tamil Nadu,Chennai,35.6357,69.2132,City Road,Clear,Darkness,Fatigue,Two-Wheeler,Minor,0,1
ACC0514,2024-08-19,20:04,Manipur,Imphal,33.6891,96.1401,National Highway,Clear,Darkness,Weather Conditions,Auto Rickshaw,Moderate,0,3
ACC0515,2024-08-19,20:19,Chhattisgarh,Raipur,9.7204,89.4101,State Highway,Clear,Darkness,Fatigue,Two-Wheeler,Minor,0,1
ACC0516,2024-08-20,10:45,Uttar Pradesh,Lucknow,9.1699,77.3854,City Road,Cloudy,Daylight,Overspeeding,Two-Wheeler,Minor,0,2
ACC0517,2024-08-20,16:32,Bihar,Patna,19.3927,92.3377,City Road,Clear,Daylight,Overspeeding,Two-Wheeler,Minor,0,1
ACC0518,2024-08-21,09:25,Uttarakhand,Dehradun,32.0682,76.7234,National Highway,Clear,Daylight,Overspeeding,Car / Sedan,Severe / Fatal,1,0
ACC0519,2024-08-21,15:08,Himachal Pradesh,Shimla,37.2285,93.5735,Expressway,Clear,Daylight,Overspeeding,Truck / Commercial,Minor,0,2
ACC0520,2024-08-21,17:49,Kerala,Thiruvananthapuram,12.7922,71.9085,National Highway,Cloudy,Daylight,Overspeeding,Car / Sedan,Moderate,0,2
ACC0521,2024-08-22,19:54,Nagaland,Kohima,25.7486,88.7551,National Highway,Clear,Twilight,Distracted Driving,Auto Rickshaw,Moderate,0,3
ACC0522,2024-08-22,10:33,Telangana,Hyderabad,19.522,84.1099,Rural Road,Clear,Daylight,Overspeeding,Car / Sedan,Moderate,0,2
ACC0523,2024-08-22,16:56,Mizoram,Aizawl,36.7215,71.4512,City Road,Clear,Daylight,Drunk Driving,Two-Wheeler,Minor,0,1
ACC0524,2024-08-23,08:36,Manipur,Imphal,32.9899,75.594,City Road,Rainy,Daylight,Mechanical Failure,Car / Sedan,Moderate,0,3
ACC0525,2024-08-23,22:01,Manipur,Imphal,32.8792,69.0535,National Highway,Clear,Darkness,Distracted Driving,SUV,Moderate,0,4
ACC0526,2024-08-23,00:11,Maharashtra,Mumbai,22.0858,82.0599,City Road,Clear,Darkness,Overspeeding,Truck / Commercial,Moderate,0,1
ACC0527,2024-08-24,14:12,Meghalaya,Shillong,20.5127,77.2861,State Highway,Clear,Daylight,Overspeeding,Car / Sedan,Moderate,0,4
ACC0528,2024-08-24,15:56,Maharashtra,Mumbai,16.3835,85.7532,State Highway,Rainy,Daylight,Drunk Driving,Car / Sedan,Minor,0,1
ACC0529,2024-08-25,15:53,Andhra Pradesh,Visakhapatnam,10.0462,77.1713,State Highway,Clear,Daylight,Overspeeding,Two-Wheeler,Moderate,1,1
ACC0530,2024-08-25,05:12,Jharkhand,Ranchi,33.6499,77.2477,National Highway,Clear,Twilight,Distracted Driving,SUV,Moderate,0,1
ACC0531,2024-08-26,19:53,Bihar,Patna,32.1367,89.881,City Road,Clear,Twilight,Overspeeding,Auto Rickshaw,Minor,0,2
ACC0532,2024-08-26,06:03,Kerala,Thiruvananthapuram,37.5918,70.0721,Expressway,Foggy,Daylight,Mechanical Failure,Two-Wheeler,Severe / Fatal,1,0
ACC0533,2024-08-26,14:15,Himachal Pradesh,Shimla,37.5018,94.4325,National Highway,Cloudy,Daylight,Weather Conditions,Bus,Moderate,0,3
ACC0534,2024-08-27,07:02,Uttar Pradesh,Lucknow,24.6186,92.9895,National Highway,Clear,Daylight,Distracted Driving,Car / Sedan,Severe / Fatal,2,3
ACC0535,2024-08-27,08:29,Tripura,Agartala,30.8544,87.7324,National Highway,Clear,Daylight,Overspeeding,Two-Wheeler,Moderate,0,2
ACC0536,2024-08-27,13:03,Nagaland,Kohima,35.9872,85.6068,National Highway,Clear,Daylight,Overspeeding,Auto Rickshaw,Moderate,0,4
ACC0537,2024-08-28,10:58,Mizoram,Aizawl,33.2097,94.1306,Expressway,Clear,Daylight,Weather Conditions,Car / Sedan,Minor,0,1
ACC0538,2024-08-28,06:23,Haryana,Gurugram,15.6226,73.9819,City Road,Clear,Daylight,Drunk Driving,Two-Wheeler,Moderate,0,1
ACC0539,2024-08-28,06:45,Odisha,Bhubaneswar,21.5559,70.9506,National Highway,Clear,Daylight,Overspeeding,Two-Wheeler,Moderate,0,2
ACC0540,2024-08-28,10:12,West Bengal,Kolkata,12.1715,75.526,National Highway,Clear,Daylight,Overspeeding,Two-Wheeler,Moderate,0,2
ACC0541,2024-08-28,16:17,Mizoram,Aizawl,36.2583,91.3455,Expressway,Cloudy,Daylight,Overspeeding,Truck / Commercial,Minor,0,1
ACC0542,2024-08-29,18:23,Gujarat,Ahmedabad,26.1003,69.6881,City Road,Clear,Twilight,Weather Conditions,SUV,Minor,0,1
ACC0543,2024-08-30,04:52,Arunachal Pradesh,Itanagar,15.0764,85.31,State Highway,Clear,Darkness,Overspeeding,Bus,Severe / Fatal,3,5
ACC0544,2024-08-30,10:29,Maharashtra,Mumbai,28.0137,97.07,State Highway,Clear,Daylight,Drunk Driving,Two-Wheeler,Minor,0,2
ACC0545,2024-08-30,05:32,Manipur,Imphal,26.4493,93.0873,Expressway,Clear,Twilight,Drunk Driving,Two-Wheeler,Moderate,1,1
ACC0546,2024-08-31,00:25,Rajasthan,Jaipur,18.8584,83.5612,National Highway,Clear,Darkness,Drunk Driving,Two-Wheeler,Moderate,0,4
